Manufacturer,Category,Screen_Size,CPU,RAM,GPU,Price,Operating_System_Linux,Operating_System_No OS,Operating_System_Windows,Operating_System_macOS
4,1,14,7,1,9,16885908.0,0,0,1,0
10,2,5,7,1,3,15987816.0,0,0,1,0
2,2,5,7,1,3,17339400.0,0,0,1,0
10,1,14,7,7,9,8998615.08,0,0,1,0
16,2,7,7,4,3,24888708.0,0,0,1,0
2,3,14,7,7,9,12004200.0,0,0,1,0
0,1,14,0,7,1,5148468.0,0,0,1,0
2,3,16,7,2,9,11283948.0,0,0,1,0
10,2,5,7,7,3,9772308.0,0,0,1,0
10,1,14,7,7,7,7993018.8,0,0,1,0
7,1,10,7,7,3,15552108.0,0,0,1,0
10,1,7,7,7,3,8438508.0,0,0,1,0
10,1,14,7,7,3,8100612.0,0,0,1,0
2,4,2,5,5,3,3023280.0,0,0,1,0
7,1,14,7,7,1,5504059.08,0,0,1,0
10,4,9,7,7,7,14218308.0,0,0,1,0
10,1,10,5,5,3,2658708.0,0,0,1,0
10,4,2,5,5,3,2356380.0,0,0,0,0
10,1,7,7,7,3,8438508.0,0,0,1,0
2,1,14,7,7,3,10883808.0,0,0,1,0
0,1,14,7,5,9,5450796.0,0,0,1,0
7,2,7,7,7,3,11764116.0,0,0,1,0
10,3,14,7,7,9,10216908.0,0,1,0,0
4,2,7,7,7,3,7993908.0,0,0,1,0
0,1,14,7,5,9,5681988.0,0,0,1,0
4,1,14,7,7,3,7433712.0,0,0,1,0
4,1,14,7,1,1,10841482.08,0,0,1,0
18,1,14,7,1,9,12448355.4,0,1,0,0
2,4,2,5,3,3,2178540.0,0,0,1,0
7,1,14,7,5,7,4636911.24,0,0,1,0
2,3,14,7,2,9,26391456.0,0,0,1,0
7,1,14,7,7,9,7904988.0,0,0,1,0
2,3,16,7,1,9,13373568.0,0,0,1,0
10,3,14,7,7,9,12439908.0,0,0,1,0
7,2,7,7,7,3,12439908.0,0,0,1,0
4,1,10,7,7,3,11379359.16,0,0,1,0
7,1,14,7,5,3,6126588.0,0,0,1,0
4,1,16,7,7,1,7904988.0,1,0,0,0
10,1,10,7,7,3,11915280.0,0,0,1,0
10,1,14,7,5,9,7104708.0,0,0,1,0
10,1,14,7,7,9,4081428.0,0,1,0,0
4,1,14,7,5,1,5201820.0,0,0,1,0
4,1,14,7,7,3,12244284.0,0,0,1,0
4,3,16,7,1,9,26789550.84,0,0,1,0
16,1,14,7,7,3,7647120.0,0,0,1,0
2,1,14,7,7,9,11550708.0,0,0,1,0
12,1,7,5,5,3,3281148.0,0,0,1,0
2,3,14,7,7,9,14662908.0,0,0,1,0
4,1,14,7,7,9,12173148.0,0,0,1,0
4,1,14,7,7,1,7090569.72,0,0,1,0
7,1,14,8,5,3,3547819.08,0,0,1,0
7,3,16,7,0,9,15996708.0,0,0,1,0
10,1,10,7,7,9,7638228.0,0,0,1,0
4,2,7,7,7,7,12439908.0,0,0,1,0
4,1,10,7,5,3,6543356.04,0,0,1,0
7,2,7,7,7,3,10181340.0,0,0,1,0
0,3,14,7,7,9,7095816.0,1,0,0,0
2,1,14,1,5,1,3103308.0,0,0,1,0
7,1,14,7,5,3,6273306.0,0,0,1,0
10,1,10,7,5,3,6980220.0,0,0,1,0
10,1,14,7,5,3,4111216.2,0,1,0,0
7,1,14,7,5,3,3530124.0,0,0,1,0
10,1,14,7,7,3,15374268.0,0,0,1,0
10,1,14,7,5,3,4437108.0,0,0,1,0
4,1,14,7,7,3,9932275.08,0,0,1,0
4,3,16,7,1,9,23999508.0,0,0,1,0
7,1,16,7,7,3,4838581.8,0,0,1,0
7,1,16,7,7,9,11381760.0,0,0,1,0
2,1,14,5,5,3,1991808.0,1,0,0,0
12,1,7,4,5,3,2267460.0,0,0,1,0
10,1,16,7,6,9,8438508.0,0,0,1,0
7,1,14,0,6,1,5058658.8,0,0,1,0
4,1,14,7,5,1,5494366.8,0,0,1,0
0,4,2,5,5,3,3103308.0,0,0,1,0
10,1,14,7,5,3,5601960.0,0,0,1,0
7,2,7,6,1,3,17472780.0,0,0,1,0
10,1,16,7,7,10,26667108.0,0,0,1,0
2,1,14,7,7,9,7460388.0,0,0,1,0
4,2,7,7,7,7,14218308.0,0,0,1,0
4,1,14,7,5,3,8527428.0,0,0,1,0
5,1,14,7,7,3,6571188.0,0,0,1,0
10,1,14,8,5,3,3058848.0,0,0,1,0
10,1,10,7,5,3,8803080.0,0,0,1,0
7,4,16,7,7,10,16547923.08,0,0,1,0
7,1,10,8,7,3,3458988.0,0,0,1,0
7,1,14,0,6,1,5770908.0,0,0,1,0
10,1,14,7,7,3,7380360.0,0,0,1,0
10,1,14,7,5,3,6091020.0,0,0,1,0
12,1,10,4,5,3,2214108.0,0,0,1,0
16,2,10,7,1,3,16583580.0,0,0,1,0
10,3,16,7,4,9,23679396.0,0,0,1,0
11,3,16,7,1,9,24266268.0,0,0,1,0
4,1,14,7,7,1,6660196.92,1,0,0,0
12,1,10,5,5,3,3458988.0,0,0,1,0
4,1,14,7,7,3,8967759.84,0,0,1,0
7,1,7,7,5,3,6393348.0,0,0,1,0
4,1,14,7,1,9,13670471.88,0,0,1,0
4,4,2,5,5,3,2623140.0,0,0,0,0
11,3,16,7,1,9,20887308.0,0,0,1,0
7,3,16,7,1,9,13320216.0,0,0,1,0
10,2,10,7,0,3,14876316.0,0,0,1,0
10,1,14,7,0,3,5415228.0,0,0,1,0
2,3,16,7,7,9,15738840.0,0,0,1,0
2,4,14,7,7,3,6571188.0,0,0,1,0
10,1,14,0,0,1,8438508.0,0,0,1,0
4,4,2,6,5,3,5361876.0,0,0,1,0
15,1,14,7,1,9,15107508.0,0,0,1,0
10,1,16,7,5,3,4703868.0,0,1,0,0
10,1,14,7,7,3,4081428.0,0,0,1,0
10,4,7,7,7,3,18006300.0,0,0,1,0
10,1,10,7,7,3,13106808.0,0,0,1,0
4,4,5,7,7,3,14849640.0,0,0,1,0
4,4,14,7,7,10,15676596.0,0,0,1,0
7,1,14,7,7,3,10839348.0,0,0,1,0
7,1,14,7,5,3,5944124.16,0,0,1,0
0,1,10,5,5,3,2925468.0,0,0,1,0
11,3,16,7,1,9,19553508.0,0,0,1,0
4,1,14,7,5,1,4134780.0,1,0,0,0
11,3,14,7,1,9,20442708.0,0,0,1,0
16,1,14,7,7,3,12439908.0,0,0,1,0
10,1,14,7,6,3,5015088.0,0,0,1,0
10,4,14,7,7,3,11550708.0,0,0,1,0
0,1,10,8,5,3,3103308.0,0,0,1,0
10,1,14,9,4,10,43561908.0,0,0,1,0
4,3,14,7,1,9,7816156.92,0,0,1,0
4,1,14,7,5,3,3947158.8,1,0,0,0
4,1,14,7,5,3,3192228.0,1,0,0,0
4,1,14,7,5,3,7727148.0,1,0,0,0
2,3,16,7,7,9,10385856.0,0,0,1,0
4,1,14,7,5,1,5059548.0,1,0,0,0
7,2,14,7,7,3,12350988.0,0,0,1,0
11,3,14,7,1,9,20165811.12,0,0,1,0
0,4,2,5,5,3,3370068.0,0,0,0,0
7,1,10,7,7,3,9994608.0,0,0,1,0
10,1,10,7,7,3,13026780.0,0,0,1,0
4,1,14,7,5,1,6900192.0,0,0,1,0
5,1,14,7,7,3,7104708.0,0,0,1,0
7,1,14,7,5,3,8287344.0,0,0,1,0
10,1,14,7,7,9,7993908.0,0,0,1,0
12,1,10,4,3,3,2125188.0,0,0,1,0
10,1,14,7,5,3,4161456.0,0,1,0,0
2,4,7,7,6,3,5682076.92,0,0,1,0
4,1,14,7,7,9,16183440.0,0,0,1,0
2,2,10,7,1,3,16894800.0,0,0,1,0
4,3,14,7,1,9,13151268.0,0,0,1,0
10,1,14,7,5,7,7371468.0,0,0,1,0
10,1,14,7,5,9,5148468.0,0,0,1,0
2,1,14,5,7,3,3547908.0,0,0,1,0
2,1,14,7,7,9,8061665.04,0,0,1,0
4,2,7,7,7,7,16619148.0,0,0,1,0
10,1,10,5,3,3,2214108.0,0,0,1,0
10,4,7,7,7,3,15626978.64,0,0,1,0
4,1,14,7,1,9,21331908.0,0,0,1,0
10,3,14,7,7,9,9861228.0,0,0,1,0
7,1,15,0,7,1,4631842.8,0,0,1,0
10,2,10,7,1,3,21785400.0,0,0,1,0
2,3,14,7,7,9,10394748.0,0,1,0,0
0,1,14,7,5,3,4001400.0,0,0,1,0
10,1,10,5,5,3,2436408.0,0,0,1,0
0,2,10,7,7,2,8171748.0,0,0,1,0
14,3,10,7,1,9,23110308.0,0,0,1,0
16,1,7,7,7,3,10785996.0,0,0,1,0
10,2,5,7,7,3,14084928.0,0,0,1,0
2,3,16,7,4,9,24888708.0,0,0,1,0
0,3,14,7,7,9,6304428.0,1,0,0,0
4,2,7,7,7,7,12892510.8,0,0,1,0
11,3,14,7,7,9,10597485.6,0,0,1,0
7,1,14,7,5,3,3244690.8,0,1,0,0
16,1,14,7,7,3,9461088.0,0,0,1,0
4,1,14,7,7,1,8171748.0,0,0,1,0
4,1,14,7,1,1,10092420.0,0,0,1,0
10,3,14,7,7,9,10634832.0,0,0,1,0
4,3,16,7,4,9,27986414.04,0,0,1,0
4,1,10,7,7,3,10928268.0,0,0,1,0
10,1,14,5,5,3,3725748.0,0,0,1,0
10,1,14,7,5,3,4757220.0,0,0,1,0
7,1,14,7,6,1,4792788.0,0,0,1,0
11,3,16,7,7,9,13220358.84,0,0,1,0
16,1,14,7,5,3,4428216.0,0,0,1,0
4,1,14,7,7,3,8491860.0,0,0,1,0
7,1,14,7,7,1,6624540.0,0,0,1,0
16,1,14,7,7,3,11186136.0,0,0,1,0
0,1,14,7,5,3,3663504.0,1,0,0,0
13,2,8,7,7,5,16608922.2,0,0,1,0
10,1,14,7,7,1,7273211.4,0,0,1,0
10,4,7,7,7,3,9194328.0,0,0,1,0
10,1,14,1,5,1,3103308.0,0,0,1,0
7,4,10,7,5,9,6215508.0,0,0,1,0
11,3,14,7,1,9,11506248.0,0,0,1,0
2,2,10,7,7,3,10092420.0,0,0,1,0
7,4,2,5,7,3,4401540.0,0,0,0,0
9,2,14,7,7,3,20442708.0,0,0,1,0
0,3,14,7,1,9,11550708.0,0,0,1,0
11,3,14,7,7,9,8873326.8,0,0,1,0
2,1,14,5,5,3,3725748.0,0,0,1,0
4,3,14,7,1,9,18237492.0,0,0,1,0
7,1,16,7,5,1,6215508.0,0,0,1,0
10,4,7,7,7,7,13329108.0,0,0,1,0
4,3,14,7,1,9,25019865.0,0,0,1,0
7,1,14,7,5,1,5447328.12,0,0,1,0
4,1,14,7,5,1,4852097.64,0,0,1,0
7,1,16,0,6,1,5059548.0,0,0,1,0
10,1,14,5,5,3,2827656.0,0,0,1,0
0,1,10,5,5,3,3334500.0,0,0,0,0
10,1,10,7,5,3,6215508.0,0,0,1,0
7,4,16,7,7,10,16965847.08,0,0,1,0
10,4,10,7,7,3,23030280.0,0,0,1,0
16,1,7,7,7,3,8651916.0,0,0,1,0
0,4,2,5,5,3,2391948.0,0,0,1,0
10,4,10,7,1,3,15552108.0,0,0,1,0
2,4,5,6,5,3,5948748.0,0,0,0,0
16,2,7,7,1,3,16690284.0,0,0,1,0
7,1,14,7,5,1,6126588.0,0,0,1,0
4,3,14,7,7,9,7282548.0,0,0,1,0
10,1,14,0,5,1,3547908.0,0,0,1,0
10,1,14,0,7,1,3814668.0,0,0,1,0
10,1,14,7,5,3,5525933.4,0,0,1,0
10,1,14,7,5,3,4001400.0,0,1,0,0
4,1,14,7,7,3,7069140.0,0,0,1,0
0,4,7,7,7,7,8883108.0,0,0,1,0
10,4,14,7,1,10,16494660.0,0,0,1,0
10,1,10,7,7,3,10590372.0,0,0,1,0
7,1,16,0,6,1,5824348.92,0,0,1,0
10,3,14,7,7,9,11106108.0,0,0,1,0
4,1,10,7,7,9,9683388.0,1,0,0,0
4,1,14,7,7,3,6455592.0,1,0,0,0
2,1,10,5,5,3,2649816.0,0,0,1,0
4,1,14,7,1,3,12685860.72,0,0,1,0
10,1,10,7,7,9,7621066.44,0,0,1,0
4,1,14,7,7,3,10483668.0,0,0,1,0
10,1,14,0,5,1,2649816.0,0,0,1,0
12,1,10,4,5,3,2356380.0,0,0,1,0
7,1,16,7,7,9,10670400.0,0,0,1,0
10,2,10,7,7,3,14997602.88,0,0,1,0
7,4,7,7,7,3,7439047.2,0,0,1,0
10,2,10,7,7,3,13329108.0,0,0,1,0
4,3,16,7,4,9,32539384.8,0,0,1,0
11,3,16,7,7,9,11990684.16,0,0,1,0
10,1,14,7,5,3,4356190.8,0,1,0,0
4,1,14,7,7,1,6393348.0,0,0,1,0
4,4,7,7,5,3,5770908.0,0,0,1,0
4,1,14,7,7,1,5242011.84,1,0,0,0
7,1,14,0,5,1,4348188.0,0,0,1,0
0,3,16,7,1,9,17206020.0,0,0,1,0
4,1,14,7,0,3,5770908.0,0,0,1,0
7,1,14,0,6,1,5779800.0,0,0,1,0
0,1,14,7,5,3,4970628.0,0,0,1,0
10,1,7,7,7,3,8536320.0,0,0,1,0
10,1,14,7,5,3,6926868.0,0,0,1,0
7,4,14,7,1,10,21509748.0,0,0,1,0
4,4,7,7,7,7,5859828.0,0,0,1,0
11,3,14,7,1,9,18624116.16,0,0,1,0
0,1,14,7,5,3,3652833.6,0,0,1,0
4,1,14,7,7,9,10732644.0,0,0,1,0
4,1,14,7,7,3,5913180.0,0,0,1,0
16,1,10,7,7,3,13649220.0,0,0,1,0
10,4,10,7,7,3,8883108.0,0,0,1,0
10,4,14,7,1,10,29334708.0,0,0,1,0
0,1,10,5,3,3,2934360.0,0,0,0,0
15,2,7,7,1,3,14662908.0,0,0,1,0
7,1,14,7,7,3,4792788.0,0,0,1,0
4,1,10,7,7,3,10018705.32,0,0,1,0
7,4,16,9,1,10,39026988.0,0,0,1,0
10,4,2,5,5,3,4223700.0,0,0,1,0
7,1,14,7,7,3,16894800.0,0,0,1,0
2,1,14,7,5,9,5148468.0,0,1,0,0
10,2,10,7,5,3,9745632.0,0,0,1,0
2,1,14,7,5,3,7557310.8,0,0,1,0
10,4,7,7,7,3,10661508.0,0,0,1,0
7,1,14,7,7,9,9772308.0,0,0,1,0
7,4,14,7,7,10,13880412.0,0,0,1,0
4,3,14,7,1,9,25511059.08,0,0,1,0
0,1,14,7,5,3,5326308.0,0,0,1,0
10,3,14,7,7,9,9318816.0,0,0,1,0
4,2,5,7,1,3,16530228.0,0,0,1,0
6,2,4,7,7,3,13862628.0,0,0,0,0
2,2,7,7,7,3,10039068.0,0,0,1,0
4,1,7,7,5,3,7549308.0,0,0,1,0
0,1,7,7,5,3,5824260.0,0,0,1,0
2,1,16,8,5,9,4182263.28,0,0,1,0
4,3,14,7,1,9,9772308.0,0,0,1,0
15,2,7,7,7,3,14218308.0,0,0,1,0
0,1,14,8,5,3,2649816.0,1,0,0,0
4,1,14,7,1,1,10503852.84,0,0,1,0
15,4,12,7,1,1,15996708.0,0,0,1,0
16,1,10,7,5,3,9069840.0,0,0,1,0
4,3,14,7,7,9,9772308.0,0,0,1,0
7,2,5,7,5,3,11061648.0,0,0,1,0
2,4,14,7,0,9,7460388.0,0,0,1,0
10,1,14,7,1,10,21074040.0,0,0,1,0
0,1,10,7,5,3,5655312.0,0,0,1,0
14,3,10,7,1,9,25777908.0,0,0,1,0
2,1,14,8,7,3,5174254.8,0,0,1,0
4,3,16,7,4,9,31911609.6,0,0,1,0
2,3,16,7,1,9,20896200.0,0,0,1,0
16,2,10,7,1,9,15685488.0,0,0,1,0
10,1,14,5,7,3,2925468.0,0,1,0,0
10,2,10,7,1,3,20442708.0,0,0,1,0
11,3,10,7,1,9,16814772.0,0,0,1,0
11,3,14,7,7,9,9683388.0,0,0,1,0
10,3,14,7,5,9,8883108.0,0,0,1,0
0,3,16,7,1,9,20442708.0,0,0,1,0
4,3,14,7,7,9,8758620.0,0,0,1,0
2,3,14,7,7,9,11906388.0,0,0,1,0
17,1,10,5,5,3,1804186.8,0,0,1,0
10,4,7,7,7,3,17517240.0,0,0,1,0
10,4,14,7,7,1,8527428.0,0,0,1,0
1,2,3,6,7,3,10359180.0,0,0,0,1
10,4,10,7,7,3,20718360.0,0,0,1,0
2,1,10,5,5,3,2658708.0,0,0,1,0
4,1,14,7,7,3,7202520.0,0,0,1,0
10,4,9,7,7,3,11995308.0,0,0,1,0
4,1,14,7,7,1,6571188.0,0,0,1,0
7,4,14,7,7,10,18361090.8,0,0,1,0
2,1,14,7,7,3,9772308.0,0,0,1,0
4,2,7,7,7,3,13329108.0,0,0,1,0
4,1,14,7,7,9,15552108.0,0,0,1,0
4,4,2,8,5,3,6615648.0,0,0,1,0
7,4,5,7,7,3,12350988.0,0,0,1,0
16,1,14,7,5,3,6935760.0,0,0,1,0
7,1,14,0,7,1,5593068.0,0,0,1,0
4,3,14,7,1,9,14929668.0,0,0,1,0
10,1,14,7,5,9,5415228.0,0,0,1,0
7,3,16,7,0,1,15552108.0,0,0,1,0
11,3,16,7,1,9,21474180.0,0,0,1,0
15,2,7,7,7,3,13329108.0,0,0,1,0
4,1,14,7,7,9,8545212.0,0,0,1,0
4,1,14,7,7,1,7022990.52,0,0,1,0
10,2,10,7,7,3,16530228.0,0,0,1,0
14,2,5,7,1,3,15996708.0,0,0,1,0
7,4,2,5,5,3,3423420.0,0,0,0,0
4,3,16,7,1,9,22274637.84,0,0,1,0
4,1,10,7,5,3,6713460.0,0,0,1,0
10,1,14,7,5,3,4356190.8,0,0,1,0
16,2,10,7,5,3,9692280.0,0,0,1,0
10,2,10,7,7,3,22221108.0,0,0,1,0
11,3,14,7,7,9,10661508.0,0,0,1,0
10,2,10,7,7,3,16672500.0,0,0,1,0
16,1,10,8,5,3,4437108.0,0,0,1,0
2,4,7,7,7,3,12075336.0,0,0,1,0
4,1,10,7,5,3,5201820.0,0,0,1,0
0,4,2,5,5,3,3156660.0,0,0,0,0
0,1,10,7,7,3,5504148.0,0,0,1,0
14,3,16,7,4,9,48897108.0,0,0,1,0
10,2,10,7,1,3,18664308.0,0,0,1,0
2,1,14,7,5,9,4614948.0,1,0,0,0
10,1,10,7,7,3,10545912.0,0,0,1,0
10,1,10,7,7,3,14671800.0,0,0,1,0
4,3,14,7,1,9,24672009.96,0,0,1,0
2,3,16,7,1,9,21509748.0,0,0,1,0
16,1,14,7,5,3,5948748.0,0,0,1,0
10,1,10,5,5,3,2889900.0,0,0,0,0
2,1,14,7,7,3,5246280.0,0,0,1,0
2,3,16,7,1,9,15996708.0,0,0,1,0
4,3,16,7,4,9,27324137.88,0,0,1,0
7,1,16,7,7,9,8091720.0,0,0,1,0
4,1,14,7,7,3,6348799.08,0,0,1,0
7,2,10,7,7,3,16628040.0,0,0,1,0
4,1,14,7,5,1,6571188.0,0,0,1,0
7,4,2,5,5,3,5468580.0,0,0,0,0
2,2,7,7,7,9,9123192.0,0,0,1,0
7,4,7,7,7,3,20247084.0,0,0,1,0
7,2,10,7,7,3,13053456.0,0,0,1,0
7,1,14,5,5,3,2658708.0,0,1,0,0
2,3,14,7,1,9,16885908.0,0,0,1,0
4,1,16,7,7,1,7691580.0,1,0,0,0
10,2,10,7,7,9,16921476.0,0,0,1,0
2,1,14,7,7,9,6998004.0,0,0,1,0
4,1,14,7,7,3,8402940.0,0,0,1,0
2,1,14,8,5,3,3992508.0,0,0,1,0
7,4,7,7,7,3,22754628.0,0,0,1,0
4,1,7,7,7,3,5770908.0,0,0,1,0
10,1,14,7,5,3,4170348.0,0,1,0,0
10,1,14,7,7,3,7564068.72,0,0,1,0
7,1,14,7,7,1,11995308.0,0,0,1,0
16,1,7,7,5,3,11426220.0,0,0,1,0
10,3,14,7,7,9,9043164.0,0,1,0,0
4,2,7,7,1,5,19918080.0,0,0,1,0
7,1,14,7,5,3,8091720.0,0,0,1,0
16,2,7,7,7,3,9736740.0,0,0,1,0
10,4,7,7,7,3,17339400.0,0,0,1,0
0,1,10,7,7,3,8020584.0,0,0,1,0
4,4,14,7,7,10,15809976.0,0,0,1,0
10,1,14,7,5,3,9381060.0,0,0,1,0
10,1,14,7,5,1,4259268.0,0,1,0,0
16,1,14,7,7,3,12342096.0,0,0,1,0
10,1,7,7,5,3,6535620.0,0,0,1,0
15,2,12,7,1,9,16441308.0,0,0,1,0
4,2,5,7,7,3,15027480.0,0,0,1,0
2,1,14,8,5,3,3547819.08,1,0,0,0
18,2,7,7,7,9,8314020.0,0,0,1,0
4,1,14,7,5,9,8113950.0,0,0,1,0
7,1,14,7,5,3,7460388.0,0,0,1,0
7,4,7,7,5,3,15116400.0,0,0,1,0
7,4,14,7,5,3,6089241.6,0,0,1,0
2,1,11,5,5,3,3094416.0,0,0,1,0
10,1,14,7,7,9,5948748.0,0,0,1,0
4,1,14,8,5,3,3281148.0,0,0,1,0
7,4,7,7,5,3,15996708.0,0,0,1,0
4,1,14,7,5,1,4052084.4,1,0,0,0
2,3,16,7,0,9,12181150.8,0,0,1,0
0,4,2,5,5,3,2640924.0,0,0,0,0
10,1,16,0,5,1,3370068.0,0,0,1,0
7,1,10,7,5,3,11248380.0,0,0,1,0
7,4,7,7,1,3,12439908.0,0,0,1,0
15,2,12,7,7,3,15107508.0,0,0,1,0
10,2,10,7,7,3,15996708.0,0,0,1,0
11,3,16,7,1,9,23554908.0,0,0,1,0
16,1,7,7,7,3,13115700.0,0,0,1,0
4,3,14,7,7,9,8260668.0,1,0,0,0
7,1,14,7,7,9,8002800.0,0,0,1,0
4,1,14,7,5,1,5459688.0,0,0,1,0
4,1,14,7,7,3,8314020.0,0,0,1,0
4,4,7,7,7,3,17900485.2,0,0,1,0
2,3,16,7,4,9,11372868.0,0,0,1,0
4,4,7,7,1,3,14662908.0,0,0,1,0
10,2,10,7,7,3,18219708.0,0,0,1,0
10,1,14,7,7,3,17454907.08,0,0,1,0
9,2,14,7,1,3,18664308.0,0,0,1,0
7,4,5,7,7,3,13186836.0,0,0,1,0
0,1,14,5,5,3,3192228.0,0,0,0,0
10,1,14,7,7,9,7015788.0,0,0,1,0
9,2,10,7,7,3,16885908.0,0,0,1,0
4,1,10,7,7,3,10714860.0,0,0,1,0
7,2,5,6,7,3,27565200.0,0,0,1,0
10,1,14,7,6,9,7015788.0,0,0,1,0
7,1,14,7,7,9,9060859.08,0,0,1,0
0,1,14,7,5,3,4437108.0,0,0,1,0
10,1,7,7,5,3,7833852.0,0,0,1,0
7,1,7,7,7,3,8536320.0,0,0,1,0
11,3,16,7,1,9,14218308.0,0,0,1,0
4,3,14,7,1,9,11995308.0,0,0,1,0
11,3,14,7,7,9,9958239.72,0,0,1,0
4,1,14,7,5,1,6090931.08,0,0,1,0
7,2,14,7,7,1,11532835.08,0,0,1,0
7,2,7,7,7,3,10216908.0,0,0,1,0
16,1,14,7,1,9,17561700.0,0,0,1,0
10,4,7,7,7,3,16227900.0,0,0,1,0
4,1,14,7,5,3,6490270.8,0,0,1,0
10,2,5,7,7,3,14671800.0,0,0,1,0
7,1,14,7,7,3,10359180.0,0,0,1,0
4,1,14,7,5,3,6296069.52,0,0,1,0
7,1,10,7,5,3,10216908.0,0,0,1,0
10,1,14,8,5,3,2747628.0,0,0,1,0
7,2,5,7,5,3,14040468.0,0,0,1,0
7,1,14,5,5,3,2568898.8,0,1,0,0
10,4,7,7,1,4,15996708.0,0,0,1,0
16,1,10,7,5,3,9825660.0,0,0,1,0
7,4,5,7,7,3,14840748.0,0,0,1,0
4,1,14,7,5,3,4967071.2,0,0,1,0
11,3,14,7,7,9,10661508.0,0,0,1,0
4,2,10,7,7,3,14573988.0,0,0,1,0
4,3,16,7,1,9,24524136.0,0,0,1,0
7,3,16,7,7,9,12439908.0,0,0,1,0
2,1,16,8,5,9,4712760.0,0,0,1,0
0,1,14,7,5,3,5504148.0,0,0,1,0
16,1,14,7,7,3,9950148.0,0,0,1,0
10,4,1,6,7,3,11550708.0,0,0,1,0
10,3,14,2,1,1,8883108.0,0,0,1,0
4,2,5,7,7,3,13090802.4,0,0,1,0
10,1,14,7,7,9,6091020.0,0,1,0,0
4,1,16,7,5,1,5859828.0,0,0,1,0
0,1,10,5,5,3,3103308.0,0,0,0,0
7,4,14,7,7,10,19998108.0,0,0,1,0
4,2,10,7,7,3,15783300.0,0,0,1,0
16,1,7,7,7,3,12982320.0,0,0,1,0
2,4,5,6,7,3,10305828.0,0,0,0,0
10,2,10,7,7,3,13240099.08,0,0,1,0
4,3,16,7,1,9,28045368.0,0,0,1,0
4,4,7,7,7,3,16885908.0,0,0,1,0
7,4,2,8,5,3,6891300.0,0,0,1,0
4,2,7,7,7,3,11275056.0,0,0,1,0
0,4,2,5,5,3,3458988.0,0,0,0,0
16,1,7,7,7,3,13649220.0,0,0,1,0
10,2,5,7,7,3,15649920.0,0,0,1,0
0,1,14,7,0,9,8972028.0,0,0,1,0
16,2,5,7,7,3,15916680.0,0,0,1,0
7,1,14,7,7,9,7527078.0,0,0,1,0
4,1,14,7,5,1,4140293.04,1,0,0,0
4,1,14,7,5,3,7335900.0,0,0,1,0
7,1,14,7,5,3,6091020.0,0,0,1,0
4,3,16,7,4,9,28000908.0,0,0,1,0
10,1,14,7,6,9,6179940.0,0,0,1,0
4,4,7,7,1,3,16885908.0,0,0,1,0
4,2,10,7,7,3,17454818.16,0,0,1,0
4,3,16,7,4,9,24897600.0,0,0,1,0
16,1,10,7,7,3,10492560.0,0,0,1,0
2,3,16,7,1,9,18227710.8,0,0,1,0
7,1,14,7,7,9,8705268.0,0,0,1,0
10,1,10,7,5,3,8909784.0,0,0,1,0
